dataPointIndex,height,time,physics_time,physics_value,physics_speed,physics_acceleration,cusum_currentValue,cusum_windowAverage,cusum_windowStDev,cusum_peakResult,cusum_positiveSum,cusum_negativeSum
4491,3738.890,1723712828.800,1723712828.800,3738.890,4.595,2.575,4.595,4.249,0.607,0,6.327,0.000
4492,3739.848,1723712829.000,1723712829.000,3739.848,4.790,0.975,4.790,4.281,0.599,0,6.476,0.000
4493,3740.887,1723712829.200,1723712829.200,3740.887,5.195,2.025,5.195,4.323,0.590,0,6.995,0.000
4494,3741.815,1723712829.400,1723712829.400,3741.815,4.640,-2.775,4.640,4.383,0.585,0,6.901,0.000
4495,3742.831,1723712829.600,1723712829.600,3742.831,5.080,2.200,5.080,4.418,0.567,0,7.224,0.000
4496,3743.907,1723712829.800,1723712829.800,3743.907,5.380,1.500,5.380,4.484,0.524,0,7.806,0.000
4497,3744.788,1723712830.000,1723712830.000,3744.788,4.405,-4.875,4.405,4.554,0.497,0,7.359,0.000
4498,3745.681,1723712830.200,1723712830.200,3745.681,4.465,0.300,4.465,4.581,0.466,0,6.964,0.000
4499,3746.520,1723712830.400,1723712830.400,3746.520,4.195,-1.350,4.195,4.606,0.438,0,6.290,0.148
4500,3747.339,1723712830.600,1723712830.600,3747.339,4.095,-0.500,4.095,4.617,0.422,0,5.515,0.418
4501,3748.261,1723712830.800,1723712830.800,3748.261,4.610,2.575,4.610,4.616,0.423,0,5.255,0.170
4502,3749.091,1723712831.000,1723712831.000,3749.091,4.150,-2.300,4.150,4.618,0.423,0,4.533,0.384
4503,3749.897,1723712831.200,1723712831.200,3749.897,4.030,-0.600,4.030,4.615,0.426,0,3.692,0.714
4504,3750.723,1723712831.400,1723712831.400,3750.723,4.130,0.500,4.130,4.593,0.438,0,2.966,0.915
4505,3751.506,1723712831.600,1723712831.600,3751.506,3.915,-1.075,3.915,4.568,0.442,0,2.048,1.302
4506,3752.287,1723712831.800,1723712831.800,3752.287,3.905,-0.050,3.905,4.528,0.445,0,1.158,1.658
4507,3753.117,1723712832.000,1723712832.000,3753.117,4.150,1.225,4.150,4.500,0.457,0,0.534,1.734
4508,3754.002,1723712832.200,1723712832.200,3754.002,4.425,1.375,4.425,4.501,0.456,0,0.184,1.536
4509,3754.903,1723712832.400,1723712832.400,3754.903,4.505,0.400,4.505,4.515,0.447,0,0.000,1.279
4510,3755.796,1723712832.600,1723712832.600,3755.796,4.465,-0.200,4.465,4.537,0.429,0,0.000,1.094
4511,3756.701,1723712832.800,1723712832.800,3756.701,4.525,0.300,4.525,4.526,0.426,0,0.000,0.839
4512,3757.587,1723712833.000,1723712833.000,3757.587,4.430,-0.475,4.430,4.490,0.376,0,0.000,0.673
4513,3758.488,1723712833.200,1723712833.200,3758.488,4.505,0.375,4.505,4.463,0.349,0,0.000,0.422
4514,3759.371,1723712833.400,1723712833.400,3759.371,4.415,-0.450,4.415,4.454,0.344,0,0.000,0.254
4515,3760.261,1723712833.600,1723712833.600,3760.261,4.450,0.175,4.450,4.456,0.344,0,0.000,0.053
4516,3761.149,1723712833.800,1723712833.800,3761.149,4.440,-0.050,4.440,4.451,0.343,0,0.000,0.000
4517,3762.096,1723712834.000,1723712834.000,3762.096,4.735,1.475,4.735,4.439,0.337,0,0.093,0.000
4518,3762.931,1723712834.200,1723712834.200,3762.931,4.175,-2.800,4.175,4.451,0.341,0,0.000,0.072
4519,3763.815,1723712834.400,1723712834.400,3763.815,4.420,1.225,4.420,4.443,0.344,0,0.000,0.000
4520,3764.687,1723712834.600,1723712834.600,3764.687,4.360,-0.300,4.360,4.443,0.344,0,0.000,0.000
4521,3765.543,1723712834.800,1723712834.800,3765.543,4.280,-0.400,4.280,4.453,0.338,0,0.000,0.000
4522,3766.362,1723712835.000,1723712835.000,3766.362,4.095,-0.925,4.095,4.442,0.338,0,0.000,0.144
4523,3767.223,1723712835.200,1723712835.200,3767.223,4.305,1.050,4.305,4.419,0.338,0,0.000,0.056
4524,3767.953,1723712835.400,1723712835.400,3767.953,3.650,-3.275,3.650,4.389,0.306,0,0.000,0.611
4525,3768.653,1723712835.600,1723712835.600,3768.653,3.500,-0.750,3.500,4.356,0.329,0,0.000,1.270
4526,3769.485,1723712835.800,1723712835.800,3769.485,4.160,3.300,4.160,4.304,0.336,0,0.000,1.212
4527,3770.274,1723712836.000,1723712836.000,3770.274,3.945,-1.075,3.945,4.263,0.270,0,0.000,1.368
4528,3771.116,1723712836.200,1723712836.200,3771.116,4.210,1.325,4.210,4.248,0.275,0,0.000,1.241
4529,3771.998,1723712836.400,1723712836.400,3771.998,4.410,1.000,4.410,4.239,0.272,0,0.008,0.907
4530,3772.838,1723712836.600,1723712836.600,3772.838,4.200,-1.050,4.200,4.246,0.274,0,0.000,0.789
4531,3773.712,1723712836.800,1723712836.800,3773.712,4.370,0.850,4.370,4.250,0.272,0,0.000,0.505
4532,3774.557,1723712837.000,1723712837.000,3774.557,4.225,-0.725,4.225,4.242,0.265,0,0.000,0.363
4533,3775.438,1723712837.200,1723712837.200,3775.438,4.405,0.900,4.405,4.244,0.265,0,0.002,0.044
4534,3776.315,1723712837.400,1723712837.400,3776.315,4.385,-0.100,4.385,4.257,0.263,0,0.000,0.000
4535,3777.194,1723712837.600,1723712837.600,3777.194,4.395,0.050,4.395,4.265,0.263,0,0.000,0.000
4536,3778.029,1723712837.800,1723712837.800,3778.029,4.175,-1.100,4.175,4.281,0.256,0,0.000,0.000
4537,3778.897,1723712838.000,1723712838.000,3778.897,4.340,0.825,4.340,4.290,0.247,0,0.000,0.000
4538,3779.852,1723712838.200,1723712838.200,3779.852,4.775,2.175,4.775,4.297,0.245,0,0.331,0.000
4539,3780.778,1723712838.400,1723712838.400,3780.778,4.630,-0.725,4.630,4.308,0.259,0,0.497,0.000
4540,3781.655,1723712838.600,1723712838.600,3781.655,4.385,-1.225,4.385,4.313,0.263,0,0.412,0.000
4541,3782.499,1723712838.800,1723712838.800,3782.499,4.220,-0.825,4.220,4.310,0.262,0,0.164,0.000
4542,3783.344,1723712839.000,1723712839.000,3783.344,4.225,0.025,4.225,4.300,0.260,0,0.000,0.000
4543,3784.213,1723712839.200,1723712839.200,3784.213,4.345,0.600,4.345,4.293,0.259,0,0.000,0.000
4544,3785.119,1723712839.400,1723712839.400,3785.119,4.530,0.925,4.530,4.288,0.256,0,0.089,0.000
4545,3786.044,1723712839.600,1723712839.600,3786.044,4.625,0.475,4.625,4.291,0.259,0,0.267,0.000
4546,3786.980,1723712839.800,1723712839.800,3786.980,4.680,0.275,4.680,4.297,0.264,0,0.492,0.000
4547,3787.933,1723712840.000,1723712840.000,3787.933,4.765,0.425,4.765,4.305,0.272,0,0.789,0.000
4548,3788.806,1723712840.200,1723712840.200,3788.806,4.365,-2.000,4.365,4.306,0.273,0,0.683,0.000
4549,3789.727,1723712840.400,1723712840.400,3789.727,4.605,1.200,4.605,4.313,0.273,0,0.812,0.000
4550,3790.464,1723712840.600,1723712840.600,3790.464,3.685,-4.600,3.685,4.319,0.277,0,0.012,0.467
4551,3791.310,1723712840.800,1723712840.800,3791.310,4.230,2.725,4.230,4.296,0.299,0,0.000,0.354
4552,3792.132,1723712841.000,1723712841.000,3792.132,4.110,-0.600,4.110,4.294,0.299,0,0.000,0.359
4553,3792.985,1723712841.200,1723712841.200,3792.985,4.265,0.775,4.265,4.295,0.299,0,0.000,0.210
4554,3793.853,1723712841.400,1723712841.400,3793.853,4.340,0.375,4.340,4.294,0.299,0,0.000,0.000
4555,3794.675,1723712841.600,1723712841.600,3794.675,4.110,-1.150,4.110,4.317,0.274,0,0.000,0.042
4556,3795.501,1723712841.800,1723712841.800,3795.501,4.130,0.100,4.130,4.337,0.232,0,0.000,0.110
4557,3796.238,1723712842.000,1723712842.000,3796.238,3.685,-2.225,3.685,4.336,0.233,0,0.000,0.621
4558,3796.964,1723712842.200,1723712842.200,3796.964,3.630,-0.275,3.630,4.327,0.252,0,0.000,1.167
4559,3797.711,1723712842.400,1723712842.400,3797.711,3.735,0.525,3.735,4.308,0.281,0,0.000,1.572
4560,3798.575,1723712842.600,1723712842.600,3798.575,4.320,2.925,4.320,4.285,0.298,0,0.000,1.358
4561,3799.430,1723712842.800,1723712842.800,3799.430,4.275,-0.225,4.275,4.289,0.298,0,0.000,1.194
4562,3800.193,1723712843.000,1723712843.000,3800.193,3.815,-2.300,3.815,4.286,0.297,0,0.000,1.487
4563,3800.872,1723712843.200,1723712843.200,3800.872,3.395,-2.100,3.395,4.273,0.309,0,0.000,2.180
4564,3801.520,1723712843.400,1723712843.400,3801.520,3.240,-0.775,3.240,4.239,0.346,0,0.000,2.971
4565,3802.235,1723712843.600,1723712843.600,3802.235,3.575,1.675,3.575,4.201,0.388,0,0.000,3.364
4566,3802.941,1723712843.800,1723712843.800,3802.941,3.530,-0.225,3.530,4.174,0.402,0,0.000,3.767
4567,3803.738,1723712844.000,1723712844.000,3803.738,3.985,2.275,3.985,4.152,0.418,0,0.000,3.683
4568,3804.727,1723712844.200,1723712844.200,3804.727,4.945,4.800,4.945,4.140,0.418,0,0.554,2.627
4569,3805.549,1723712844.400,1723712844.400,3805.549,4.110,-4.175,4.110,4.146,0.427,0,0.262,2.407
4570,3806.369,1723712844.600,1723712844.600,3806.369,4.100,-0.050,4.100,4.129,0.418,0,0.000,2.184
4571,3807.137,1723712844.800,1723712844.800,3807.137,3.840,-1.300,3.840,4.119,0.415,0,0.000,2.214
4572,3807.954,1723712845.000,1723712845.000,3807.954,4.085,1.225,4.085,4.106,0.418,0,0.000,1.985
4573,3808.829,1723712845.200,1723712845.200,3808.829,4.375,1.450,4.375,4.102,0.417,0,0.023,1.461
4574,3809.721,1723712845.400,1723712845.400,3809.721,4.460,0.425,4.460,4.103,0.418,0,0.130,0.854
4575,3810.587,1723712845.600,1723712845.600,3810.587,4.330,-0.650,4.330,4.100,0.415,0,0.110,0.375
4576,3811.489,1723712845.800,1723712845.800,3811.489,4.510,0.900,4.510,4.091,0.406,0,0.286,0.000
4577,3812.250,1723712846.000,1723712846.000,3812.250,3.805,-3.525,3.805,4.085,0.399,0,0.000,0.040
4578,3812.986,1723712846.200,1723712846.200,3812.986,3.680,-0.625,3.680,4.053,0.381,0,0.000,0.184
4579,3813.718,1723712846.400,1723712846.400,3813.718,3.660,-0.100,3.660,4.030,0.383,0,0.000,0.325
4580,3814.410,1723712846.600,1723712846.600,3814.410,3.460,-1.000,3.460,3.998,0.373,0,0.000,0.640
4581,3815.077,1723712846.800,1723712846.800,3815.077,3.335,-0.625,3.335,3.991,0.381,0,0.000,1.067
4582,3815.870,1723712847.000,1723712847.000,3815.870,3.965,3.150,3.965,3.961,0.396,0,0.000,0.825
4583,3816.569,1723712847.200,1723712847.200,3816.569,3.495,-2.350,3.495,3.956,0.395,0,0.000,1.050
4584,3817.258,1723712847.400,1723712847.400,3817.258,3.445,-0.250,3.445,3.931,0.399,0,0.000,1.296
4585,3817.914,1723712847.600,1723712847.600,3817.914,3.280,-0.825,3.280,3.901,0.401,0,0.000,1.676
4586,3818.594,1723712847.800,1723712847.800,3818.594,3.400,0.600,3.400,3.873,0.414,0,0.000,1.901
4587,3819.196,1723712848.000,1723712848.000,3819.196,3.010,-1.950,3.010,3.849,0.420,0,0.000,2.488
4588,3819.867,1723712848.200,1723712848.200,3819.867,3.355,1.725,3.355,3.826,0.445,0,0.000,2.692
4589,3820.419,1723712848.400,1723712848.400,3820.419,2.760,-2.975,2.760,3.817,0.452,0,0.000,3.479
4590,3820.953,1723712848.600,1723712848.600,3820.953,2.670,-0.450,2.670,3.785,0.490,0,0.000,4.299
4591,3821.502,1723712848.800,1723712848.800,3821.502,2.745,0.375,2.745,3.730,0.519,0,0.000,4.973
4592,3822.110,1723712849.000,1723712849.000,3822.110,3.040,1.475,3.040,3.679,0.537,0,0.000,5.289
4593,3822.783,1723712849.200,1723712849.200,3822.783,3.365,1.625,3.365,3.653,0.549,0,0.000,5.248
4594,3823.459,1723712849.400,1723712849.400,3823.459,3.380,0.075,3.380,3.652,0.549,0,0.000,5.190
4595,3824.075,1723712849.600,1723712849.600,3824.075,3.080,-1.500,3.080,3.656,0.546,0,0.000,5.439
4596,3824.658,1723712849.800,1723712849.800,3824.658,2.915,-0.825,2.915,3.640,0.556,0,0.000,5.830
4597,3825.310,1723712850.000,1723712850.000,3825.310,3.260,1.725,3.260,3.620,0.571,0,0.000,5.847
4598,3825.983,1723712850.200,1723712850.200,3825.983,3.365,0.525,3.365,3.595,0.570,0,0.000,5.736
4599,3826.654,1723712850.400,1723712850.400,3826.654,3.355,-0.050,3.355,3.543,0.513,0,0.000,5.616
4600,3827.210,1723712850.600,1723712850.600,3827.210,2.780,-2.875,2.780,3.518,0.503,0,0.000,6.051
4601,3827.846,1723712850.800,1723712850.800,3827.846,3.180,2.000,3.180,3.473,0.508,0,0.000,6.040
4602,3828.488,1723712851.000,1723712851.000,3828.488,3.210,0.150,3.210,3.451,0.506,0,0.000,5.978
4603,3829.125,1723712851.200,1723712851.200,3829.125,3.185,-0.125,3.185,3.422,0.493,0,0.000,5.919
4604,3829.786,1723712851.400,1723712851.400,3829.786,3.305,0.600,3.305,3.383,0.462,0,0.000,5.720
4605,3830.467,1723712851.600,1723712851.600,3830.467,3.405,0.500,3.405,3.344,0.417,0,0.000,5.409
4606,3831.130,1723712851.800,1723712851.800,3831.130,3.315,-0.450,3.315,3.313,0.375,0,0.000,5.183
4607,3831.757,1723712852.000,1723712852.000,3831.757,3.135,-0.900,3.135,3.274,0.302,-1,0.000,5.140
4608,3832.418,1723712852.200,1723712852.200,3832.418,3.305,0.850,3.305,3.251,0.286,-1,0.000,4.915
4609,3833.064,1723712852.400,1723712852.400,3833.064,3.230,-0.375,3.230,3.239,0.275,-1,0.000,4.758
4610,3833.751,1723712852.600,1723712852.600,3833.751,3.435,1.025,3.435,3.224,0.264,-1,0.053,4.390
4611,3834.382,1723712852.800,1723712852.800,3834.382,3.155,-1.400,3.155,3.224,0.263,-1,0.000,4.300
4612,3835.015,1723712853.000,1723712853.000,3835.015,3.165,0.050,3.165,3.217,0.262,-1,0.000,4.196
4613,3835.740,1723712853.200,1723712853.200,3835.740,3.625,2.300,3.625,3.191,0.223,-1,0.301,3.628
4614,3836.444,1723712853.400,1723712853.400,3836.444,3.520,-0.525,3.520,3.195,0.230,0,0.488,3.165
4615,3837.152,1723712853.600,1723712853.600,3837.152,3.540,0.100,3.540,3.198,0.233,0,0.690,2.683
4616,3837.878,1723712853.800,1723712853.800,3837.878,3.630,0.450,3.630,3.206,0.240,0,0.970,2.115
4617,3838.641,1723712854.000,1723712854.000,3838.641,3.815,0.925,3.815,3.214,0.250,0,1.421,1.364
4618,3839.452,1723712854.200,1723712854.200,3839.452,4.055,1.200,4.055,3.241,0.269,0,2.074,0.389
4619,3840.227,1723712854.400,1723712854.400,3840.227,3.875,-0.900,3.875,3.264,0.306,0,2.501,0.000
4620,3840.952,1723712854.600,1723712854.600,3840.952,3.625,-1.250,3.625,3.301,0.310,0,2.639,0.000
4621,3841.694,1723712854.800,1723712854.800,3841.694,3.710,0.425,3.710,3.333,0.292,0,2.840,0.000
4622,3842.411,1723712855.000,1723712855.000,3842.411,3.585,-0.625,3.585,3.365,0.278,0,2.893,0.000
4623,3843.106,1723712855.200,1723712855.200,3843.106,3.475,-0.550,3.475,3.383,0.274,0,2.820,0.000
4624,3843.764,1723712855.400,1723712855.400,3843.764,3.290,-0.925,3.290,3.387,0.275,0,2.558,0.000
4625,3844.436,1723712855.600,1723712855.600,3844.436,3.360,0.350,3.360,3.384,0.275,0,2.369,0.000
4626,3845.176,1723712855.800,1723712855.800,3845.176,3.700,1.700,3.700,3.394,0.269,0,2.514,0.000
4627,3845.887,1723712856.000,1723712856.000,3845.887,3.555,-0.725,3.555,3.420,0.260,0,2.493,0.000
4628,3846.630,1723712856.200,1723712856.200,3846.630,3.715,0.800,3.715,3.430,0.259,0,2.623,0.000
4629,3847.418,1723712856.400,1723712856.400,3847.418,3.940,1.125,3.940,3.441,0.264,0,2.964,0.000
4630,3848.236,1723712856.600,1723712856.600,3848.236,4.090,0.750,4.090,3.461,0.278,0,3.427,0.000
4631,3849.039,1723712856.800,1723712856.800,3849.039,4.015,-0.375,4.015,3.504,0.270,0,3.775,0.000
4632,3849.897,1723712857.000,1723712857.000,3849.897,4.290,1.375,4.290,3.532,0.278,1,4.366,0.000
4633,3850.817,1723712857.200,1723712857.200,3850.817,4.600,1.550,4.600,3.568,0.303,1,5.216,0.000
4634,3851.672,1723712857.400,1723712857.400,3851.672,4.275,-1.625,4.275,3.615,0.347,1,5.668,0.000
4635,3852.474,1723712857.600,1723712857.600,3852.474,4.010,-1.325,4.010,3.648,0.361,1,5.813,0.000
4636,3853.331,1723712857.800,1723712857.800,3853.331,4.285,1.375,4.285,3.668,0.364,1,6.212,0.000
4637,3854.160,1723712858.000,1723712858.000,3854.160,4.145,-0.700,4.145,3.700,0.374,1,6.433,0.000
4638,3855.025,1723712858.200,1723712858.200,3855.025,4.325,0.900,4.325,3.734,0.367,1,6.804,0.000
4639,3855.862,1723712858.400,1723712858.400,3855.862,4.185,-0.700,4.185,3.768,0.373,1,6.997,0.000
4640,3856.729,1723712858.600,1723712858.600,3856.729,4.335,0.750,4.335,3.800,0.366,1,7.312,0.000
4641,3857.507,1723712858.800,1723712858.800,3857.507,3.890,-2.225,3.890,3.830,0.372,1,7.149,0.000
4642,3858.311,1723712859.000,1723712859.000,3858.311,4.020,0.650,4.020,3.854,0.350,1,7.105,0.000
4643,3859.295,1723712859.200,1723712859.200,3859.295,4.920,4.500,4.920,3.883,0.327,1,7.946,0.000
4644,3860.264,1723712859.400,1723712859.400,3860.264,4.845,-0.375,4.845,3.926,0.373,1,8.641,0.000
4645,3861.294,1723712859.600,1723712859.600,3861.294,5.150,1.525,5.150,3.970,0.400,1,9.582,0.000
4646,3862.292,1723712859.800,1723712859.800,3862.292,4.990,-0.800,4.990,4.024,0.444,1,10.282,0.000
4647,3863.194,1723712860.000,1723712860.000,3863.194,4.510,-2.400,4.510,4.069,0.470,1,10.441,0.000
4648,3864.094,1723712860.200,1723712860.200,3864.094,4.500,-0.050,4.500,4.092,0.474,1,10.564,0.000
4649,3865.029,1723712860.400,1723712860.400,3865.029,4.675,0.875,4.675,4.107,0.480,1,10.844,0.000
4650,3865.938,1723712860.600,1723712860.600,3865.938,4.545,-0.650,4.545,4.134,0.488,1,10.963,0.000
4651,3866.820,1723712860.800,1723712860.800,3866.820,4.410,-0.675,4.410,4.164,0.484,1,10.918,0.000
4652,3867.699,1723712861.000,1723712861.000,3867.699,4.395,-0.075,4.395,4.188,0.478,1,10.838,0.000
4653,3868.625,1723712861.200,1723712861.200,3868.625,4.630,1.175,4.630,4.215,0.466,1,10.974,0.000
4654,3869.613,1723712861.400,1723712861.400,3869.613,4.940,1.550,4.940,4.253,0.451,1,11.390,0.000
4655,3870.526,1723712861.600,1723712861.600,3870.526,4.565,-1.875,4.565,4.308,0.430,1,11.389,0.000
4656,3871.470,1723712861.800,1723712861.800,3871.470,4.720,0.775,4.720,4.348,0.395,1,11.523,0.000
4657,3872.368,1723712862.000,1723712862.000,3872.368,4.490,-1.150,4.490,4.382,0.381,1,11.402,0.000
4658,3873.444,1723712862.200,1723712862.200,3873.444,5.380,4.450,5.380,4.413,0.349,1,12.159,0.000
4659,3874.440,1723712862.400,1723712862.400,3874.440,4.980,-2.000,4.980,4.469,0.366,1,12.451,0.000
4660,3875.360,1723712862.600,1723712862.600,3875.360,4.600,-1.900,4.600,4.504,0.363,1,12.329,0.000
4661,3876.271,1723712862.800,1723712862.800,3876.271,4.555,-0.225,4.555,4.521,0.355,1,12.150,0.000
4662,3877.059,1723712863.000,1723712863.000,3877.059,3.940,-3.075,3.940,4.539,0.343,1,11.346,0.393
4663,3877.976,1723712863.200,1723712863.200,3877.976,4.585,3.225,4.585,4.527,0.357,1,11.190,0.121
4664,3878.871,1723712863.400,1723712863.400,3878.871,4.475,-0.550,4.475,4.527,0.357,1,10.925,0.000
4665,3879.797,1723712863.600,1723712863.600,3879.797,4.630,0.775,4.630,4.533,0.354,1,10.809,0.000
4666,3880.812,1723712863.800,1723712863.800,3880.812,5.075,2.225,5.075,4.554,0.340,1,11.126,0.000
4667,3881.802,1723712864.000,1723712864.000,3881.802,4.950,-0.625,4.950,4.580,0.349,1,11.287,0.000
4668,3882.762,1723712864.200,1723712864.200,3882.762,4.800,-0.750,4.800,4.607,0.345,1,11.273,0.000
4669,3883.681,1723712864.400,1723712864.400,3883.681,4.595,-1.025,4.595,4.623,0.343,1,11.039,0.000
4670,3884.484,1723712864.600,1723712864.600,3884.484,4.015,-2.900,4.015,4.636,0.333,1,10.218,0.422
4671,3885.402,1723712864.800,1723712864.800,3885.402,4.590,2.875,4.590,4.626,0.348,1,9.973,0.249
4672,3886.343,1723712865.000,1723712865.000,3886.343,4.705,0.575,4.705,4.649,0.320,1,9.837,0.001
4673,3887.254,1723712865.200,1723712865.200,3887.254,4.555,-0.750,4.555,4.672,0.298,1,9.542,0.000
4674,3888.092,1723712865.400,1723712865.400,3888.092,4.190,-1.825,4.190,4.660,0.295,1,8.895,0.293
4675,3888.979,1723712865.600,1723712865.600,3888.979,4.435,1.225,4.435,4.638,0.304,1,8.509,0.313
4676,3889.805,1723712865.800,1723712865.800,3889.805,4.130,-1.525,4.130,4.614,0.291,1,7.850,0.623
4677,3890.602,1723712866.000,1723712866.000,3890.602,3.985,-0.725,3.985,4.585,0.295,1,7.073,1.046
4678,3891.502,1723712866.200,1723712866.200,3891.502,4.500,2.575,4.500,4.568,0.314,1,6.817,0.926
4679,3892.386,1723712866.400,1723712866.400,3892.386,4.420,-0.400,4.420,4.568,0.314,1,6.480,0.886
4680,3893.206,1723712866.600,1723712866.600,3893.206,4.100,-1.600,4.100,4.559,0.314,1,5.832,1.157
4681,3894.043,1723712866.800,1723712866.800,3894.043,4.185,0.425,4.185,4.545,0.325,1,5.278,1.321
4682,3894.831,1723712867.000,1723712867.000,3894.831,3.940,-1.225,3.940,4.537,0.331,0,4.482,1.720
4683,3895.627,1723712867.200,1723712867.200,3895.627,3.980,0.200,3.980,4.522,0.347,0,3.732,2.054
4684,3896.418,1723712867.400,1723712867.400,3896.418,3.955,-0.125,3.955,4.500,0.359,0,2.971,2.384
4685,3897.107,1723712867.600,1723712867.600,3897.107,3.445,-2.550,3.445,4.468,0.363,0,1.731,3.189
4686,3897.888,1723712867.800,1723712867.800,3897.888,3.905,2.300,3.905,4.430,0.406,0,0.962,3.470
4687,3898.705,1723712868.000,1723712868.000,3898.705,4.085,0.900,4.085,4.403,0.413,0,0.397,3.541
4688,3899.439,1723712868.200,1723712868.200,3899.439,3.670,-2.075,3.670,4.390,0.416,0,0.000,4.010
4689,3900.100,1723712868.400,1723712868.400,3900.100,3.305,-1.825,3.305,4.332,0.393,0,0.000,4.802
4690,3900.806,1723712868.600,1723712868.600,3900.806,3.530,1.125,3.530,4.277,0.416,0,0.000,5.299
4691,3901.466,1723712868.800,1723712868.800,3901.466,3.300,-1.150,3.300,4.241,0.432,0,0.000,5.981
4692,3902.341,1723712869.000,1723712869.000,3902.341,4.375,5.375,4.375,4.199,0.459,0,0.000,5.530
4693,3903.185,1723712869.200,1723712869.200,3903.185,4.220,-0.775,4.220,4.214,0.458,0,0.000,5.249
4694,3904.015,1723712869.400,1723712869.400,3904.015,4.150,-0.350,4.150,4.201,0.453,0,0.000,5.029
4695,3904.834,1723712869.600,1723712869.600,3904.834,4.095,-0.275,4.095,4.191,0.450,0,0.000,4.855
4696,3905.499,1723712869.800,1723712869.800,3905.499,3.325,-3.850,3.325,4.173,0.443,0,0.000,5.437
4697,3906.158,1723712870.000,1723712870.000,3906.158,3.295,-0.150,3.295,4.114,0.435,0,0.000,5.995
4698,3906.763,1723712870.200,1723712870.200,3906.763,3.025,-1.350,3.025,4.059,0.431,-1,0.000,6.771
4699,3907.400,1723712870.400,1723712870.400,3907.400,3.185,0.800,3.185,4.000,0.446,-1,0.000,7.319
4700,3908.134,1723712870.600,1723712870.600,3908.134,3.670,2.425,3.670,3.953,0.455,-1,0.000,7.329
4701,3908.902,1723712870.800,1723712870.800,3908.902,3.840,0.850,3.840,3.942,0.458,-1,0.000,7.155
4702,3909.679,1723712871.000,1723712871.000,3909.679,3.885,0.225,3.885,3.917,0.442,-1,0.000,6.922
4703,3910.522,1723712871.200,1723712871.200,3910.522,4.215,1.650,4.215,3.889,0.417,-1,0.075,6.346
4704,3911.270,1723712871.400,1723712871.400,3911.270,3.740,-2.375,3.740,3.878,0.403,-1,0.000,6.242
4705,3912.034,1723712871.600,1723712871.600,3912.034,3.820,0.400,3.820,3.863,0.400,-1,0.000,6.045
4706,3912.830,1723712871.800,1723712871.800,3912.830,3.980,0.800,3.980,3.843,0.386,0,0.000,5.676
4707,3913.659,1723712872.000,1723712872.000,3913.659,4.145,0.825,4.145,3.838,0.383,0,0.078,5.139
4708,3914.379,1723712872.200,1723712872.200,3914.379,3.600,-2.725,3.600,3.843,0.386,0,0.000,5.150
4709,3915.147,1723712872.400,1723712872.400,3915.147,3.840,1.200,3.840,3.813,0.368,0,0.000,4.902
4710,3915.863,1723712872.600,1723712872.600,3915.863,3.580,-1.300,3.580,3.793,0.351,0,0.000,4.905
4711,3916.658,1723712872.800,1723712872.800,3916.658,3.975,1.975,3.975,3.776,0.348,0,0.000,4.498
