dataPointIndex,height,time,physics_time,physics_value,physics_speed,physics_acceleration,cusum_currentValue,cusum_windowAverage,cusum_windowStDev,cusum_peakResult,cusum_positiveSum,cusum_negativeSum
4251,3568.208,1723712780.800,1723712780.800,3568.208,3.420,0.450,3.420,3.599,0.228,-1,0.000,4.620
4252,3568.880,1723712781.000,1723712781.000,3568.880,3.360,-0.300,3.360,3.588,0.228,-1,0.000,4.711
4253,3569.555,1723712781.200,1723712781.200,3569.555,3.375,0.075,3.375,3.566,0.216,-1,0.000,4.772
4254,3570.230,1723712781.400,1723712781.400,3570.230,3.375,0.000,3.375,3.545,0.204,-1,0.000,4.819
4255,3570.866,1723712781.600,1723712781.600,3570.866,3.180,-0.975,3.180,3.527,0.194,-1,0.000,5.050
4256,3571.471,1723712781.800,1723712781.800,3571.471,3.025,-0.775,3.025,3.504,0.193,-1,0.000,5.413
4257,3572.086,1723712782.000,1723712782.000,3572.086,3.075,0.250,3.075,3.475,0.198,-1,0.000,5.694
4258,3572.712,1723712782.200,1723712782.200,3572.712,3.130,0.275,3.130,3.444,0.185,-1,0.000,5.898
4259,3573.244,1723712782.400,1723712782.400,3573.244,2.660,-2.350,2.660,3.415,0.163,-1,0.000,6.556
4260,3573.857,1723712782.600,1723712782.600,3573.857,3.065,2.025,3.065,3.379,0.200,-1,0.000,6.749
4261,3574.379,1723712782.800,1723712782.800,3574.379,2.610,-2.275,2.610,3.367,0.208,-1,0.000,7.382
4262,3574.929,1723712783.000,1723712783.000,3574.929,2.750,0.700,2.750,3.333,0.242,-1,0.000,7.819
4263,3575.439,1723712783.200,1723712783.200,3575.439,2.550,-1.000,2.550,3.300,0.252,-1,0.000,8.418
4264,3575.896,1723712783.400,1723712783.400,3575.896,2.285,-1.325,2.285,3.269,0.283,-1,0.000,9.232
4265,3576.373,1723712783.600,1723712783.600,3576.373,2.385,0.500,2.385,3.230,0.332,-1,0.000,9.879
4266,3576.834,1723712783.800,1723712783.800,3576.834,2.305,-0.400,2.305,3.196,0.362,-1,0.000,10.552
4267,3577.420,1723712784.000,1723712784.000,3577.420,2.930,3.125,2.930,3.162,0.395,-1,0.000,10.547
4268,3577.973,1723712784.200,1723712784.200,3577.973,2.765,-0.825,2.765,3.149,0.396,-1,0.000,10.693
4269,3578.536,1723712784.400,1723712784.400,3578.536,2.815,0.250,2.815,3.122,0.394,-1,0.000,10.764
4270,3579.061,1723712784.600,1723712784.600,3579.061,2.625,-0.950,2.625,3.101,0.392,-1,0.000,11.004
4271,3579.554,1723712784.800,1723712784.800,3579.554,2.465,-0.800,2.465,3.072,0.395,-1,0.000,11.374
4272,3580.187,1723712785.000,1723712785.000,3580.187,3.165,3.500,3.165,3.039,0.403,-1,0.000,11.006
4273,3580.825,1723712785.200,1723712785.200,3580.825,3.190,0.125,3.190,3.025,0.391,-1,0.000,10.607
4274,3581.484,1723712785.400,1723712785.400,3581.484,3.295,0.525,3.295,3.016,0.384,-1,0.048,10.098
4275,3582.070,1723712785.600,1723712785.600,3582.070,2.930,-1.825,2.930,3.010,0.378,-1,0.000,9.951
4276,3582.614,1723712785.800,1723712785.800,3582.614,2.720,-1.050,2.720,2.993,0.369,-1,0.000,10.003
4277,3583.223,1723712786.000,1723712786.000,3583.223,3.045,1.625,3.045,2.971,0.365,-1,0.000,9.710
4278,3583.822,1723712786.200,1723712786.200,3583.822,2.995,-0.250,2.995,2.957,0.354,-1,0.000,9.459
4279,3584.430,1723712786.400,1723712786.400,3584.430,3.040,0.225,3.040,2.943,0.344,-1,0.000,9.156
4280,3584.925,1723712786.600,1723712786.600,3584.925,2.475,-2.825,2.475,2.929,0.330,-1,0.000,9.412
4281,3585.389,1723712786.800,1723712786.800,3585.389,2.320,-0.775,2.320,2.900,0.331,-1,0.000,9.793
4282,3585.851,1723712787.000,1723712787.000,3585.851,2.310,-0.050,2.310,2.864,0.332,-1,0.000,10.147
4283,3586.274,1723712787.200,1723712787.200,3586.274,2.115,-0.975,2.115,2.829,0.333,-1,0.000,10.661
4284,3586.587,1723712787.400,1723712787.400,3586.587,1.565,-2.750,1.565,2.787,0.341,-1,0.000,11.678
4285,3587.088,1723712787.600,1723712787.600,3587.088,2.505,4.700,2.505,2.726,0.389,-1,0.000,11.666
4286,3587.577,1723712787.800,1723712787.800,3587.577,2.445,-0.300,2.445,2.704,0.381,-1,0.000,11.696
4287,3588.218,1723712788.000,1723712788.000,3588.218,3.205,3.800,3.205,2.684,0.379,-1,0.293,10.947
4288,3588.771,1723712788.200,1723712788.200,3588.771,2.765,-2.200,2.765,2.689,0.384,-1,0.139,10.641
4289,3589.401,1723712788.400,1723712788.400,3589.401,3.150,1.925,3.150,2.677,0.376,-1,0.387,9.942
4290,3589.924,1723712788.600,1723712788.600,3589.924,2.615,-2.675,2.615,2.693,0.385,-1,0.078,9.788
4291,3590.461,1723712788.800,1723712788.800,3590.461,2.685,0.350,2.685,2.678,0.379,-1,0.000,9.554
4292,3590.941,1723712789.000,1723712789.000,3590.941,2.400,-1.425,2.400,2.680,0.379,-1,0.000,9.607
4293,3591.478,1723712789.200,1723712789.200,3591.478,2.685,1.425,2.685,2.669,0.382,-1,0.000,9.361
4294,3591.915,1723712789.400,1723712789.400,3591.915,2.185,-2.500,2.185,2.673,0.381,-1,0.000,9.621
4295,3592.234,1723712789.600,1723712789.600,3592.234,1.595,-2.950,1.595,2.670,0.385,-1,0.000,10.464
4296,3592.602,1723712789.800,1723712789.800,3592.602,1.840,1.225,1.840,2.643,0.428,-1,0.000,11.011
4297,3593.162,1723712790.000,1723712790.000,3593.162,2.800,4.800,2.800,2.628,0.448,-1,0.000,10.570
4298,3593.669,1723712790.200,1723712790.200,3593.669,2.535,-1.325,2.535,2.624,0.446,-1,0.000,10.391
4299,3594.137,1723712790.400,1723712790.400,3594.137,2.340,-0.975,2.340,2.616,0.445,-1,0.000,10.400
4300,3594.700,1723712790.600,1723712790.600,3594.700,2.815,2.375,2.815,2.600,0.446,-1,0.000,9.917
4301,3595.335,1723712790.800,1723712790.800,3595.335,3.175,1.800,3.175,2.606,0.448,-1,0.300,9.080
4302,3595.969,1723712791.000,1723712791.000,3595.969,3.170,-0.025,3.170,2.630,0.459,-1,0.564,8.265
4303,3596.565,1723712791.200,1723712791.200,3596.565,2.980,-0.950,2.980,2.630,0.459,-1,0.639,7.640
4304,3597.193,1723712791.400,1723712791.400,3597.193,3.140,0.800,3.140,2.623,0.452,-1,0.884,6.852
4305,3597.752,1723712791.600,1723712791.600,3597.752,2.795,-1.725,2.795,2.618,0.445,0,0.794,6.408
4306,3598.385,1723712791.800,1723712791.800,3598.385,3.165,1.850,3.165,2.614,0.442,0,1.080,5.591
4307,3598.984,1723712792.000,1723712792.000,3598.984,2.995,-0.850,2.995,2.629,0.453,0,1.175,4.953
4308,3599.664,1723712792.200,1723712792.200,3599.664,3.400,2.025,3.400,2.627,0.452,0,1.677,3.909
4309,3600.205,1723712792.400,1723712792.400,3600.205,2.705,-3.475,2.705,2.640,0.468,0,1.461,3.563
4310,3600.744,1723712792.600,1723712792.600,3600.744,2.695,-0.050,2.695,2.629,0.462,0,1.249,3.220
4311,3601.315,1723712792.800,1723712792.800,3601.315,2.855,0.800,2.855,2.636,0.462,0,1.190,2.725
4312,3601.899,1723712793.000,1723712793.000,3601.899,2.920,0.325,2.920,2.654,0.459,0,1.180,2.183
4313,3602.380,1723712793.200,1723712793.200,3602.380,2.405,-2.575,2.405,2.675,0.457,0,0.636,2.179
4314,3602.917,1723712793.400,1723712793.400,3602.917,2.685,1.400,2.685,2.684,0.448,0,0.368,1.909
4315,3603.466,1723712793.600,1723712793.600,3603.466,2.745,0.300,2.745,2.722,0.397,0,0.153,1.647
4316,3603.980,1723712793.800,1723712793.800,3603.980,2.570,-0.875,2.570,2.730,0.395,0,0.000,1.570
4317,3604.647,1723712794.000,1723712794.000,3604.647,3.335,3.825,3.335,2.734,0.393,0,0.365,0.733
4318,3605.386,1723712794.200,1723712794.200,3605.386,3.695,1.800,3.695,2.738,0.399,0,1.083,0.000
4319,3606.000,1723712794.400,1723712794.400,3606.000,3.070,-3.125,3.070,2.769,0.434,0,1.123,0.000
4320,3606.616,1723712794.600,1723712794.600,3606.616,3.080,0.050,3.080,2.767,0.432,0,1.178,0.000
4321,3607.179,1723712794.800,1723712794.800,3607.179,2.815,-1.325,2.815,2.782,0.435,0,0.950,0.000
4322,3607.780,1723712795.000,1723712795.000,3607.780,3.005,0.950,3.005,2.786,0.434,0,0.908,0.000
4323,3608.440,1723712795.200,1723712795.200,3608.440,3.300,1.475,3.300,2.807,0.430,0,1.143,0.000
4324,3609.185,1723712795.400,1723712795.400,3609.185,3.725,2.125,3.725,2.827,0.438,0,1.778,0.000
4325,3609.914,1723712795.600,1723712795.600,3609.914,3.645,-0.400,3.645,2.878,0.450,0,2.275,0.000
4326,3610.633,1723712795.800,1723712795.800,3610.633,3.595,-0.250,3.595,2.947,0.403,0,2.681,0.000
4327,3611.403,1723712796.000,1723712796.000,3611.403,3.850,1.275,3.850,3.005,0.364,0,3.308,0.000
4328,3612.173,1723712796.200,1723712796.200,3612.173,3.850,0.000,3.850,3.040,0.392,0,3.883,0.000
4329,3612.999,1723712796.400,1723712796.400,3612.999,4.130,1.400,4.130,3.084,0.406,0,4.685,0.000
4330,3613.821,1723712796.600,1723712796.600,3613.821,4.110,-0.100,4.110,3.144,0.424,0,5.397,0.000
4331,3614.738,1723712796.800,1723712796.800,3614.738,4.585,2.375,4.585,3.187,0.453,0,6.524,0.000
4332,3615.458,1723712797.000,1723712797.000,3615.458,3.600,-4.925,3.600,3.234,0.518,0,6.579,0.000
4333,3616.243,1723712797.200,1723712797.200,3616.243,3.925,1.625,3.925,3.248,0.522,0,6.943,0.000
4334,3616.986,1723712797.400,1723712797.400,3616.986,3.715,-1.050,3.715,3.280,0.533,0,7.059,0.000
4335,3617.735,1723712797.600,1723712797.600,3617.735,3.745,0.150,3.745,3.299,0.538,0,7.182,0.000
4336,3618.432,1723712797.800,1723712797.800,3618.432,3.485,-1.300,3.485,3.331,0.535,0,7.015,0.000
4337,3619.218,1723712798.000,1723712798.000,3619.218,3.930,2.225,3.930,3.341,0.535,0,7.283,0.000
4338,3619.927,1723712798.200,1723712798.200,3619.927,3.545,-1.925,3.545,3.372,0.541,0,7.131,0.000
4339,3620.582,1723712798.400,1723712798.400,3620.582,3.275,-1.350,3.275,3.377,0.542,0,6.704,0.000
4340,3621.232,1723712798.600,1723712798.600,3621.232,3.250,-0.125,3.250,3.396,0.528,0,6.241,0.000
4341,3621.959,1723712798.800,1723712798.800,3621.959,3.635,1.925,3.635,3.415,0.513,0,6.153,0.000
4342,3622.683,1723712799.000,1723712799.000,3622.683,3.620,-0.075,3.620,3.441,0.503,0,6.031,0.000
4343,3623.437,1723712799.200,1723712799.200,3623.437,3.770,0.750,3.770,3.464,0.495,0,6.040,0.000
4344,3624.222,1723712799.400,1723712799.400,3624.222,3.925,0.775,3.925,3.509,0.457,0,6.182,0.000
4345,3625.049,1723712799.600,1723712799.600,3625.049,4.135,1.050,4.135,3.551,0.436,0,6.504,0.000
4346,3625.877,1723712799.800,1723712799.800,3625.877,4.140,0.025,4.140,3.597,0.421,1,6.795,0.000
4347,3626.676,1723712800.000,1723712800.000,3626.676,3.995,-0.725,3.995,3.649,0.386,1,6.908,0.000
4348,3627.522,1723712800.200,1723712800.200,3627.522,4.230,1.175,4.230,3.671,0.387,1,7.235,0.000
4349,3628.347,1723712800.400,1723712800.400,3628.347,4.125,-0.525,4.125,3.689,0.399,1,7.431,0.000
4350,3629.199,1723712800.600,1723712800.600,3629.199,4.260,0.675,4.260,3.725,0.390,1,7.733,0.000
4351,3630.025,1723712800.800,1723712800.800,3630.025,4.130,-0.650,4.130,3.764,0.382,1,7.869,0.000
4352,3630.834,1723712801.000,1723712801.000,3630.834,4.045,-0.425,4.045,3.808,0.344,1,7.900,0.000
4353,3631.594,1723712801.200,1723712801.200,3631.594,3.800,-1.225,3.800,3.842,0.313,1,7.670,0.000
4354,3632.387,1723712801.400,1723712801.400,3632.387,3.965,0.825,3.965,3.859,0.296,1,7.599,0.000
4355,3633.191,1723712801.600,1723712801.600,3633.191,4.020,0.275,4.020,3.867,0.296,1,7.574,0.000
4356,3633.912,1723712801.800,1723712801.800,3633.912,3.605,-2.075,3.605,3.879,0.294,1,7.123,0.098
4357,3634.622,1723712802.000,1723712802.000,3634.622,3.550,-0.275,3.550,3.880,0.294,1,6.617,0.252
4358,3635.447,1723712802.200,1723712802.200,3635.447,4.125,2.875,4.125,3.870,0.300,1,6.693,0.000
4359,3636.224,1723712802.400,1723712802.400,3636.224,3.885,-1.200,3.885,3.879,0.303,1,6.517,0.000
4360,3637.031,1723712802.600,1723712802.600,3637.031,4.035,0.750,4.035,3.871,0.299,1,6.501,0.000
4361,3637.794,1723712802.800,1723712802.800,3637.794,3.815,-1.100,3.815,3.868,0.298,1,6.269,0.000
4362,3638.619,1723712803.000,1723712803.000,3638.619,4.125,1.550,4.125,3.843,0.266,1,6.392,0.000
4363,3639.372,1723712803.200,1723712803.200,3639.372,3.765,-1.800,3.765,3.860,0.267,1,6.137,0.000
4364,3640.085,1723712803.400,1723712803.400,3640.085,3.565,-1.000,3.565,3.855,0.267,1,5.686,0.129
4365,3640.801,1723712803.600,1723712803.600,3640.801,3.580,0.075,3.580,3.850,0.271,1,5.254,0.237
4366,3641.476,1723712803.800,1723712803.800,3641.476,3.375,-1.025,3.375,3.844,0.275,1,4.619,0.541
4367,3642.118,1723712804.000,1723712804.000,3642.118,3.210,-0.825,3.210,3.841,0.280,0,3.821,1.003
4368,3642.867,1723712804.200,1723712804.200,3642.867,3.745,2.675,3.745,3.817,0.302,0,3.568,0.894
4369,3643.523,1723712804.400,1723712804.400,3643.523,3.280,-2.325,3.280,3.823,0.298,0,2.846,1.259
4370,3644.219,1723712804.600,1723712804.600,3644.219,3.480,1.000,3.480,3.824,0.298,0,2.324,1.424
4371,3644.956,1723712804.800,1723712804.800,3644.956,3.685,1.025,3.685,3.831,0.285,0,2.006,1.398
4372,3645.829,1723712805.000,1723712805.000,3645.829,4.365,3.400,4.365,3.833,0.284,0,2.368,0.696
4373,3646.585,1723712805.200,1723712805.200,3646.585,3.780,-2.925,3.780,3.858,0.297,0,2.112,0.595
4374,3647.300,1723712805.400,1723712805.400,3647.300,3.575,-1.025,3.575,3.858,0.297,0,1.651,0.700
4375,3648.114,1723712805.600,1723712805.600,3648.114,4.070,2.475,4.070,3.846,0.301,0,1.694,0.296
4376,3648.903,1723712805.800,1723712805.800,3648.903,3.945,-0.625,3.945,3.844,0.299,0,1.616,0.016
4377,3649.666,1723712806.000,1723712806.000,3649.666,3.815,-0.650,3.815,3.838,0.295,0,1.416,0.000
4378,3650.459,1723712806.200,1723712806.200,3650.459,3.965,0.750,3.965,3.832,0.293,0,1.374,0.000
4379,3651.179,1723712806.400,1723712806.400,3651.179,3.600,-1.825,3.600,3.823,0.285,0,0.980,0.052
4380,3651.973,1723712806.600,1723712806.600,3651.973,3.970,1.850,3.970,3.805,0.282,0,0.975,0.000
4381,3652.757,1723712806.800,1723712806.800,3652.757,3.920,-0.250,3.920,3.796,0.271,0,0.937,0.000
4382,3653.435,1723712807.000,1723712807.000,3653.435,3.390,-2.650,3.390,3.789,0.265,0,0.380,0.240
4383,3654.062,1723712807.200,1723712807.200,3654.062,3.135,-1.275,3.135,3.767,0.270,0,0.000,0.710
4384,3654.763,1723712807.400,1723712807.400,3654.763,3.505,1.850,3.505,3.745,0.292,0,0.000,0.774
4385,3655.583,1723712807.600,1723712807.600,3655.583,4.100,2.975,4.100,3.729,0.293,0,0.195,0.228
4386,3656.359,1723712807.800,1723712807.800,3656.359,3.880,-1.100,3.880,3.732,0.296,0,0.166,0.000
4387,3657.137,1723712808.000,1723712808.000,3657.137,3.890,0.050,3.890,3.741,0.296,0,0.137,0.000
4388,3658.014,1723712808.200,1723712808.200,3658.014,4.385,2.475,4.385,3.753,0.295,0,0.593,0.000
4389,3658.818,1723712808.400,1723712808.400,3658.818,4.020,-1.825,4.020,3.761,0.309,0,0.666,0.000
4390,3659.584,1723712808.600,1723712808.600,3659.584,3.830,-0.950,3.830,3.766,0.312,0,0.544,0.000
4391,3660.320,1723712808.800,1723712808.800,3660.320,3.680,-0.750,3.680,3.759,0.308,0,0.280,0.000
4392,3661.107,1723712809.000,1723712809.000,3661.107,3.935,1.275,3.935,3.754,0.308,0,0.276,0.000
4393,3661.876,1723712809.200,1723712809.200,3661.876,3.845,-0.450,3.845,3.748,0.302,0,0.191,0.000
4394,3662.729,1723712809.400,1723712809.400,3662.729,4.265,2.100,4.265,3.751,0.303,0,0.524,0.000
4395,3663.576,1723712809.600,1723712809.600,3663.576,4.235,-0.150,4.235,3.774,0.314,0,0.796,0.000
4396,3664.365,1723712809.800,1723712809.800,3664.365,3.945,-1.450,3.945,3.796,0.323,0,0.752,0.000
4397,3665.083,1723712810.000,1723712810.000,3665.083,3.590,-1.775,3.590,3.815,0.314,0,0.338,0.036
4398,3665.789,1723712810.200,1723712810.200,3665.789,3.530,-0.300,3.530,3.828,0.297,0,0.000,0.156
4399,3666.579,1723712810.400,1723712810.400,3666.579,3.950,2.100,3.950,3.820,0.301,0,0.000,0.000
4400,3667.487,1723712810.600,1723712810.600,3667.487,4.540,2.950,4.540,3.843,0.285,0,0.527,0.000
4401,3668.357,1723712810.800,1723712810.800,3668.357,4.350,-0.950,4.350,3.878,0.303,0,0.817,0.000
4402,3669.234,1723712811.000,1723712811.000,3669.234,4.385,0.175,4.385,3.900,0.312,0,1.115,0.000
4403,3670.074,1723712811.200,1723712811.200,3670.074,4.200,-0.925,4.200,3.901,0.313,0,1.226,0.000
4404,3670.791,1723712811.400,1723712811.400,3670.791,3.585,-3.075,3.585,3.915,0.317,0,0.706,0.140
4405,3671.632,1723712811.600,1723712811.600,3671.632,4.205,3.100,4.205,3.915,0.316,0,0.807,0.000
4406,3672.533,1723712811.800,1723712811.800,3672.533,4.505,1.500,4.505,3.920,0.319,0,1.200,0.000
4407,3673.539,1723712812.000,1723712812.000,3673.539,5.030,2.625,5.030,3.938,0.336,0,2.090,0.000
4408,3674.538,1723712812.200,1723712812.200,3674.538,4.995,-0.175,4.995,3.979,0.388,0,2.874,0.000
4409,3675.417,1723712812.400,1723712812.400,3675.417,4.395,-3.000,4.395,4.013,0.429,0,2.998,0.000
4410,3676.242,1723712812.600,1723712812.600,3676.242,4.125,-1.350,4.125,4.040,0.427,0,2.827,0.000
4411,3677.087,1723712812.800,1723712812.800,3677.087,4.225,0.500,4.225,4.045,0.427,0,2.751,0.000
4412,3677.957,1723712813.000,1723712813.000,3677.957,4.350,0.625,4.350,4.055,0.428,0,2.790,0.000
4413,3678.674,1723712813.200,1723712813.200,3678.674,3.585,-3.825,3.585,4.087,0.412,0,2.040,0.255
4414,3679.365,1723712813.400,1723712813.400,3679.365,3.455,-0.650,3.455,4.102,0.385,0,1.163,0.671
4415,3680.130,1723712813.600,1723712813.600,3680.130,3.825,1.850,3.825,4.100,0.387,0,0.655,0.714
4416,3680.931,1723712813.800,1723712813.800,3680.931,4.005,0.900,4.005,4.091,0.390,0,0.335,0.566
4417,3681.730,1723712814.000,1723712814.000,3681.730,3.995,-0.050,3.995,4.095,0.389,0,0.001,0.433
4418,3682.493,1723712814.200,1723712814.200,3682.493,3.815,-0.900,3.815,4.099,0.387,0,0.000,0.484
4419,3683.255,1723712814.400,1723712814.400,3683.255,3.810,-0.025,3.810,4.080,0.387,0,0.000,0.522
4420,3683.967,1723712814.600,1723712814.600,3683.967,3.560,-1.250,3.560,4.073,0.390,0,0.000,0.801
4421,3684.755,1723712814.800,1723712814.800,3684.755,3.940,1.900,3.940,4.064,0.398,0,0.000,0.686
4422,3685.441,1723712815.000,1723712815.000,3685.441,3.430,-2.550,3.430,4.072,0.393,0,0.000,1.093
4423,3686.127,1723712815.200,1723712815.200,3686.127,3.430,0.000,3.430,4.056,0.409,0,0.000,1.473
4424,3686.752,1723712815.400,1723712815.400,3686.752,3.125,-1.525,3.125,4.042,0.422,0,0.000,2.137
4425,3687.340,1723712815.600,1723712815.600,3687.340,2.940,-0.925,2.940,4.004,0.451,0,0.000,2.930
4426,3687.890,1723712815.800,1723712815.800,3687.890,2.750,-0.950,2.750,3.961,0.487,0,0.000,3.848
4427,3688.594,1723712816.000,1723712816.000,3688.594,3.520,3.850,3.520,3.921,0.534,0,0.000,3.929
4428,3689.242,1723712816.200,1723712816.200,3689.242,3.240,-1.400,3.240,3.918,0.535,0,0.000,4.286
4429,3689.980,1723712816.400,1723712816.400,3689.980,3.690,2.250,3.690,3.909,0.545,0,0.000,4.178
4430,3690.761,1723712816.600,1723712816.600,3690.761,3.905,1.075,3.905,3.900,0.546,0,0.000,3.846
4431,3691.525,1723712816.800,1723712816.800,3691.525,3.820,-0.425,3.820,3.879,0.533,0,0.000,3.585
4432,3692.326,1723712817.000,1723712817.000,3692.326,4.005,0.925,4.005,3.861,0.526,0,0.000,3.126
4433,3693.049,1723712817.200,1723712817.200,3693.049,3.615,-1.950,3.615,3.849,0.517,0,0.000,3.049
4434,3693.826,1723712817.400,1723712817.400,3693.826,3.885,1.350,3.885,3.829,0.515,0,0.000,2.685
4435,3694.644,1723712817.600,1723712817.600,3694.644,4.090,1.025,4.090,3.839,0.513,0,0.000,2.126
4436,3695.382,1723712817.800,1723712817.800,3695.382,3.690,-2.000,3.690,3.835,0.511,0,0.000,1.965
4437,3696.019,1723712818.000,1723712818.000,3696.019,3.185,-2.525,3.185,3.808,0.496,0,0.000,2.291
4438,3696.658,1723712818.200,1723712818.200,3696.658,3.195,0.050,3.195,3.747,0.453,0,0.000,2.571
4439,3697.334,1723712818.400,1723712818.400,3697.334,3.380,0.925,3.380,3.687,0.400,0,0.000,2.638
4440,3698.030,1723712818.600,1723712818.600,3698.030,3.480,0.500,3.480,3.653,0.381,0,0.000,2.582
4441,3698.656,1723712818.800,1723712818.800,3698.656,3.130,-1.750,3.130,3.631,0.372,0,0.000,2.860
4442,3699.292,1723712819.000,1723712819.000,3699.292,3.180,0.250,3.180,3.595,0.365,0,0.000,3.056
4443,3699.970,1723712819.200,1723712819.200,3699.970,3.390,1.050,3.390,3.556,0.344,0,0.000,3.015
4444,3700.650,1723712819.400,1723712819.400,3700.650,3.400,0.050,3.400,3.549,0.346,0,0.000,2.957
4445,3701.273,1723712819.600,1723712819.600,3701.273,3.115,-1.425,3.115,3.548,0.346,0,0.000,3.182
4446,3701.902,1723712819.800,1723712819.800,3701.902,3.145,0.150,3.145,3.524,0.351,0,0.000,3.350
4447,3702.520,1723712820.000,1723712820.000,3702.520,3.090,-0.275,3.090,3.495,0.345,0,0.000,3.548
4448,3703.202,1723712820.200,1723712820.200,3703.202,3.410,1.600,3.410,3.465,0.340,0,0.000,3.399
4449,3703.936,1723712820.400,1723712820.400,3703.936,3.670,1.300,3.670,3.452,0.334,0,0.018,2.981
4450,3704.582,1723712820.600,1723712820.600,3704.582,3.230,-2.200,3.230,3.447,0.330,0,0.000,3.000
4451,3705.371,1723712820.800,1723712820.800,3705.371,3.945,3.575,3.945,3.436,0.331,0,0.311,2.292
4452,3706.137,1723712821.000,1723712821.000,3706.137,3.830,-0.575,3.830,3.436,0.331,0,0.506,1.699
4453,3706.915,1723712821.200,1723712821.200,3706.915,3.890,0.300,3.890,3.449,0.339,0,0.743,1.055
4454,3707.703,1723712821.400,1723712821.400,3707.703,3.940,0.250,3.940,3.465,0.348,0,1.010,0.371
4455,3708.518,1723712821.600,1723712821.600,3708.518,4.075,0.675,4.075,3.492,0.352,0,1.382,0.000
4456,3709.317,1723712821.800,1723712821.800,3709.317,3.995,-0.400,3.995,3.530,0.352,0,1.636,0.000
4457,3710.073,1723712822.000,1723712822.000,3710.073,3.780,-1.075,3.780,3.571,0.330,0,1.647,0.000
4458,3710.830,1723712822.200,1723712822.200,3710.830,3.785,0.025,3.785,3.580,0.332,0,1.653,0.000
4459,3711.638,1723712822.400,1723712822.400,3711.638,4.040,1.275,4.040,3.598,0.328,0,1.898,0.000
4460,3712.475,1723712822.600,1723712822.600,3712.475,4.185,0.725,4.185,3.610,0.337,0,2.271,0.000
4461,3713.202,1723712822.800,1723712822.800,3713.202,3.635,-2.750,3.635,3.619,0.349,0,2.078,0.000
4462,3713.912,1723712823.000,1723712823.000,3713.912,3.550,-0.425,3.550,3.613,0.347,0,1.807,0.000
4463,3714.592,1723712823.200,1723712823.200,3714.592,3.400,-0.750,3.400,3.598,0.339,0,1.406,0.000
4464,3715.307,1723712823.400,1723712823.400,3715.307,3.575,0.875,3.575,3.591,0.341,0,1.186,0.000
4465,3715.929,1723712823.600,1723712823.600,3715.929,3.110,-2.325,3.110,3.580,0.337,0,0.514,0.268
4466,3716.582,1723712823.800,1723712823.800,3716.582,3.265,0.775,3.265,3.548,0.333,0,0.032,0.351
4467,3717.305,1723712824.000,1723712824.000,3717.305,3.615,1.750,3.615,3.533,0.336,0,0.000,0.068
4468,3718.046,1723712824.200,1723712824.200,3718.046,3.705,0.450,3.705,3.548,0.330,0,0.000,0.000
4469,3718.816,1723712824.400,1723712824.400,3718.816,3.850,0.725,3.850,3.565,0.324,0,0.091,0.000
4470,3719.642,1723712824.600,1723712824.600,3719.642,4.130,1.400,4.130,3.580,0.326,0,0.445,0.000
4471,3720.553,1723712824.800,1723712824.800,3720.553,4.555,2.125,4.555,3.602,0.340,0,1.194,0.000
4472,3721.399,1723712825.000,1723712825.000,3721.399,4.230,-1.625,4.230,3.649,0.369,0,1.553,0.000
4473,3722.337,1723712825.200,1723712825.200,3722.337,4.690,2.300,4.690,3.684,0.373,0,2.335,0.000
4474,3723.315,1723712825.400,1723712825.400,3723.315,4.890,1.000,4.890,3.728,0.410,0,3.251,0.000
4475,3724.339,1723712825.600,1723712825.600,3724.339,5.120,1.150,5.120,3.777,0.455,0,4.321,0.000
4476,3725.286,1723712825.800,1723712825.800,3725.286,4.735,-1.925,4.735,3.844,0.498,0,4.913,0.000
4477,3726.111,1723712826.000,1723712826.000,3726.111,4.125,-3.050,4.125,3.897,0.505,0,4.838,0.000
4478,3726.910,1723712826.200,1723712826.200,3726.910,3.995,-0.650,3.995,3.932,0.484,0,4.611,0.000
4479,3727.679,1723712826.400,1723712826.400,3727.679,3.845,-0.750,3.845,3.951,0.474,0,4.220,0.000
4480,3728.640,1723712826.600,1723712826.600,3728.640,4.805,4.800,4.805,3.957,0.471,0,4.785,0.000
4481,3729.762,1723712826.800,1723712826.800,3729.762,5.610,4.025,5.610,4.010,0.475,0,6.100,0.000
4482,3730.811,1723712827.000,1723712827.000,3730.811,5.245,-1.825,5.245,4.065,0.555,0,6.947,0.000
4483,3731.765,1723712827.200,1723712827.200,3731.765,4.770,-2.375,4.770,4.112,0.592,0,7.249,0.000
4484,3732.636,1723712827.400,1723712827.400,3732.636,4.355,-2.075,4.355,4.142,0.602,0,7.102,0.000
4485,3733.555,1723712827.600,1723712827.600,3733.555,4.595,1.200,4.595,4.155,0.602,0,7.180,0.000
4486,3734.513,1723712827.800,1723712827.800,3734.513,4.790,0.975,4.790,4.173,0.607,0,7.433,0.000
4487,3735.388,1723712828.000,1723712828.000,3735.388,4.375,-2.075,4.375,4.199,0.616,0,7.239,0.000
4488,3736.276,1723712828.200,1723712828.200,3736.276,4.440,0.325,4.440,4.219,0.611,0,7.093,0.000
4489,3737.155,1723712828.400,1723712828.400,3737.155,4.395,-0.225,4.395,4.241,0.607,0,6.883,0.000
4490,3737.971,1723712828.600,1723712828.600,3737.971,4.080,-1.575,4.080,4.253,0.607,0,6.346,0.000
